Time	Value
7.02500010	3.29919434
7.02500010	3.29919434
7.02500010	3.29919434
7.02500010	3.29919434
7.02500010	3.29919434
7.02500010	3.29919434
7.02500010	3.29919434
7.02500010	3.29919434
7.02Time	Value
7.06400013	3.29919434
7.06400013	3.29919434
7.06400013	3.29919434
7.06400013	3.29919434
7.06400013	3.29919434
7.06400013	3.29919434
7.06400013	3.29919434
7.06400013	3.29919434
7.06400013	3.29919434
7.06400013	3.29919434
7.06400013	3.29919434
7.06400013	3.29919434
7.06400013	3.29919434
7.06400013	3.29919434
7.06400013	3.29919434
7.06400013	3.29919434
7.06400013	3.29919434
7.06400013	3.29919434
7.06400013	3.29919434
7.06500006	3.29919434
7.06500006	3.29919434
7.06Time	Value
7.10300016	3.29919434
7.10300016	3.29919434
7.10300016	3.29919434
7.10300016	3.29919434
7.10300016	3.29919434
7.10300016	3.29919434
7.10300016	3.29919434
7.10400009	3.29919434
7.10400009	3.29919434
7.10400009	3.29919434
7.10400009	3.29919434
7.10400009	3.29919434
7.10400009	3.29919434
7.10400009	3.29919434
7.10400009	3.29919434
7.10400009	3.29919434
7.10400009	3.29919434
7.10400009	3.29919434
7.10400009	3.29919434
7.10400009	3.29919434
7.10400009	3.29919434
7.10Time	Value
7.14300013	3.29919434
7.14300013	3.29919434
7.14300013	3.29919434
7.14300013	3.29919434
7.14300013	3.29919434
7.14300013	3.29919434
7.14300013	3.29919434
7.14300013	3.29919434
7.14300013	3.29919434
7.14300013	3.29919434
7.14300013	3.29919434
7.14300013	3.29919434
7.14300013	3.29919434
7.14300013	3.29919434
7.14300013	3.29919434
7.14300013	3.29919434
7.14300013	3.29919434
7.14300013	3.29919434
7.14300013	3.29919434
7.14300013	3.29919434
7.14300013	3.29919434
7.14Time	Value
7.18200016	3.29919434
7.18200016	3.29919434
7.18200016	3.29919434
7.18200016	3.29919434
7.18200016	3.29919434
7.18200016	3.29919434
7.18200016	3.29919434
7.18200016	3.29919434
7.18300009	3.29919434
7.18300009	3.29919434
7.18300009	3.29919434
7.18300009	3.29919434
7.18300009	3.29919434
7.18300009	3.29919434
7.18300009	3.29919434
7.18300009	3.29919434
7.18300009	3.29919434
7.18300009	3.29919434
7.18300009	3.29919434
7.18300009	3.29919434
7.18300009	3.29919434
7.18Time	Value
7.22200012	3.29919434
7.22200012	3.29919434
7.22200012	3.29919434
7.22200012	3.29919434
7.22200012	3.29919434
7.22200012	3.29919434
7.22200012	3.29919434
7.22200012	3.29919434
7.22200012	3.29919434
7.22200012	3.29919434
7.22200012	3.29919434
7.22200012	3.29919434
7.22200012	3.29919434
7.22200012	3.29919434
7.22200012	3.29919434
7.22200012	3.29919434
7.22200012	3.29919434
7.22200012	3.29919434
7.22200012	3.29919434
7.22200012	3.29919434
7.22200012	3.29919434
7.22Time	Value
7.26100016	3.29919434
7.26100016	3.29919434
7.26100016	3.29919434
7.26200008	3.29919434
7.26200008	3.29919434
7.26200008	3.29919434
7.26200008	3.29919434
7.26200008	3.29919434
7.26200008	3.29919434
7.26200008	3.29919434
7.26200008	3.29919434
7.26200008	3.29919434
7.26200008	3.29919434
7.26200008	3.29919434
7.26200008	3.29919434
7.26200008	3.29919434
7.26200008	3.29919434
7.26200008	3.29919434
7.26200008	3.29919434
7.26200008	3.29919434
7.26200008	3.29919434
7.26Time	Value
7.30100012	3.29919434
7.30100012	3.29919434
7.30100012	3.29919434
7.30100012	3.29919434
7.30100012	3.29919434
7.30100012	3.29919434
7.30100012	3.29919434
7.30100012	3.29919434
7.30100012	3.29919434
7.30100012	3.29919434
7.30100012	3.29919434
7.30100012	3.29919434
7.30100012	3.29919434
7.30100012	3.29919434
7.30100012	3.29919434
7.30100012	3.29919434
7.30200005	3.29919434
7.30200005	3.29919434
7.30200005	3.29919434
7.30200005	3.29919434
7.30200005	3.29919434
7.30Time	Value
7.34000015	3.29919434
7.34000015	3.29919434
7.34000015	3.29919434
7.34000015	3.29919434
7.34000015	3.29919434
7.34100008	3.29919434
7.34100008	3.29919434
7.34100008	3.29919434
7.34100008	3.29919434
7.34100008	3.29919434
7.34100008	3.29919434
7.34100008	3.29919434
7.34100008	3.29919434
7.34100008	3.29919434
7.34100008	3.29919434
7.34100008	3.29919434
7.34100008	3.29919434
7.34100008	3.29919434
7.34100008	3.29919434
7.34100008	3.29919434
7.34100008	3.29919434
7.34Time	Value
7.38000011	3.29919434
7.38000011	3.29919434
7.38000011	3.29919434
7.38000011	3.29919434
7.38000011	3.29919434
7.38000011	3.29919434
7.38000011	3.29919434
7.38000011	3.29919434
7.38000011	3.29919434
7.38000011	3.29919434
7.38000011	3.29919434
7.38000011	3.29919434
7.38000011	3.29919434
7.38000011	3.29919434
7.38000011	3.29919434
7.38000011	3.29919434
7.38000011	3.29919434
7.38000011	3.29919434
7.38100004	3.29919434
7.38100004	3.29919434
7.38100004	3.29919434
7.38Time	Value
7.42000008	3.29919434
7.42000008	3.29919434
7.42000008	3.29919434
7.42000008	3.29919434
7.42000008	3.29919434
7.42000008	3.29919434
7.42000008	3.29919434
7.42000008	3.29919434
7.42000008	3.29919434
7.42000008	3.29919434
7.42000008	3.29919434
7.42000008	3.29919434
7.42000008	3.29919434
7.42000008	3.29919434
7.42000008	3.29919434
7.42000008	3.29919434
7.42000008	3.29919434
7.42000008	3.29919434
7.42000008	3.29919434
7.42000008	3.29919434
7.42000008	3.29919434
7.42Time	Value
7.45900011	3.29919434
7.45900011	3.29919434
7.4590900011	3.29919434
7.45900011	3.29919434
7.45900011	3.29919434
7.46000004	3.29919434
7.46000004	3.29919434
7.46Time	Value
7.49900007	3.29919434
7.49900007	3.29919434
7.49900007	3.29919434
7.49900007	3.29919434
7.49900007	3.29919434
7.49900007	3.29919434
7.49900007	3.29919434
7.49900007	3.29919434
7.49900007	3.29919434
7.49900007	3.29919434
7.49900007	3.29919434
7.49900007	3.29919434
7.49900007	3.29919434
7.49900007	3.29919434
7.49900007	3.29919434
7.49900007	3.29919434
7.49900007	3.29919434
7.49900007	3.29919434
7.49900007	3.299194340011	3.29919434
7.45900011	3.29919434
7.45900011	3.29919434
7.45900011	3.29919434
7.45900011	3.29919434
7.45900011	3.29919434
7.45900011	3.29919434
7.45900011	3.29919434
7.45900011	3.29919434
7.45900011	3.29919434
7.45900011	3.29919434
7.45900011	3.29919434
7.45900011	3.29919434
7.45900011	3.29919434
7.45
7.49900007	3.29919434
7.49900007	3.29919434
7.49Time	Value
7.53800011	3.29919434
7.53800011	3.29919434
7.53800011	3.29919434
7.53800011	3.29919434
7.53800011	3.29919434
7.53800011	3.29919434
7.53800011	3.29919434
7.53800011	3.29919434
7.53800011	3.29919434
7.53800011	3.29919434
7.53800011	3.29919434
7.53800011	3.29919434
7.53800011	3.29919434
7.53800011	3.29919434
7.53800011	3.29919434
7.53800011	3.29919434
7.53800011	3.29919434
7.53800011	3.29919434
7.53800011	3.29919434
7.53800011	3.29919434
7.53800011	3.29919434
7.53Time	Value
7.57700014	3.29919434
7.57700014	3.29919434
7.57700014	3.29919434
7.57700014	3.29919434
7.57700014	3.29919434
7.57700014	3.29919434
7.57700014	3.29919434
7.57700014	3.29919434
7.57700014	3.29919434
7.57700014	3.29919434
7.57700014	3.29919434
7.57800007	3.29919434
7.57800007	3.29919434
7.57800007	3.29919434
7.57800007	3.29919434
7.57800007	3.29919434
7.57800007	3.29919434
7.57800007	3.29919434
7.57800007	3.29919434
7.57800007	3.29919434
7.57800007	3.29919434
7.57Time	Value
7.61700010	3.29919434
7.61700010	3.29919434
7.61700010	3.29919434
7.61700010	3.29919434
7.61700010	3.29919434
7.61700010	3.29919434
7.61700010	3.29919434
7.61700010	3.29919434
7.61700010	3.29919434
7.61700010	3.29919434
7.61700010	3.29919434
7.61700010	3.29919434
7.61700010	3.29919434
7.61700010	3.29919434
7.61700010	3.29919434
7.61700010	3.29919434
7.61700010	3.29919434
7.61700010	3.29919434
7.61700010	3.29919434
7.61700010	3.29919434
7.61700010	3.29919434
7.61Time	Value
7.65600014	3.29919434
7.65600014	3.29919434
7.65600014	3.29919434
7.65600014	3.29919434
7.65600014	3.29919434
7.65600014	3.29919434
7.65700006	3.29919434
7.65700006	3.29919434
7.65700006	3.29919434
7.65700006	3.29919434
7.65700006	3.29919434
7.65700006	3.29919434
7.65700006	3.29919434
7.65700006	3.29919434
7.65700006	3.29919434
7.65700006	3.29919434
7.65700006	3.29919434
7.65700006	3.29919434
7.65700006	3.29919434
7.65700006	3.29919434
7.65700006	3.29919434
7.65Time	Value
7.69600010	3.29919434
7.69600010	3.29919434
7.69600010	3.29919434
7.69600010	3.29919434
7.69600010	3.29919434
7.69600010	3.29919434
7.69600010	3.29919434
7.69600010	3.29919434
7.69600010	3.29919434
7.69600010	3.29919434
7.69600010	3.29919434
7.69600010	3.29919434
7.69600010	3.29919434
7.69600010	3.29919434
7.69600010	3.29919434
7.69600010	3.29919434
7.69600010	3.29919434
7.69600010	3.29919434
7.69600010	3.29919434
7.69600010	3.29919434
7.69700003	3.29919434
7.69Time	Value
7.73500013	3.29919434
7.73500013	3.29919434
7.73500013	3.29919434
7.73500013	3.29919434
7.73500013	3.29919434
7.73500013	3.29919434
7.73500013	3.29919434
7.73600006	3.29919434
7.73600006	3.29919434
7.73600006	3.29919434
7.73600006	3.29919434
7.73600006	3.29919434
7.73600006	3.29919434
7.73600006	3.29919434
7.73600006	3.29919434
7.73600006	3.29919434
7.73600006	3.29919434
7.73600006	3.29919434
7.73600006	3.29919434
7.73600006	3.29919434
7.73600006	3.29919434
7.73Time	Value
7.77500010	3.29919434
7.77500010	3.29919434
7.77500010	3.29919434
7.77500010	3.29919434
7.77500010	3.29919434
7.77500010	3.29919434
7.77500010	3.29919434
7.77500010	3.29919434
7.77500010	3.29919434
7.77500010	3.29919434
7.77500010	3.29919434
7.77500010	3.29919434
7.77500010	3.29919434
7.77500010	3.29919434
7.77500010	3.29919434
7.77500010	3.29919434
7.77500010	3.29919434
7.77500010	3.29919434
7.77500010	3.29919434
7.77500010	3.29919434
7.77600002	3.29919434
7.77Time	Value
7.81400013	3.29919434
7.81400013	3.29919434
7.81400013	3.29919434
7.81400013	3.29919434
7.81400013	3.29919434
7.81400013	3.29919434
7.81400013	3.29919434
7.81500006	3.29919434
7.81500006	3.29919434
7.81500006	3.29919434
7.81500006	3.29919434
7.81500006	3.29919434
7.81500006	3.29919434
7.81500006	3.29919434
7.81500006	3.29919434
7.81500006	3.29919434
7.81500006	3.29919434
7.81500006	3.29919434
7.81500006	3.29919434
7.81500006	3.29919434
7.81500006	3.29919434
7.81Time	Value
7.85400009	3.29919434
7.85400009	3.29919434
7.85400009	3.29919434
7.85400009	3.29919434
7.85400009	3.29919434
7.85400009	3.29919434
7.85400009	3.29919434
7.85400009	3.29919434
7.85400009	3.29919434
7.85400009	3.29919434
7.85400009	3.29919434
7.85400009	3.29919434
7.85400009	3.29919434
7.85400009	3.29919434
7.85400009	3.29919434
7.85400009	3.29919434
7.85400009	3.29919434
7.85400009	3.29919434
7.85400009	3.29919434
7.85400009	3.29919434
7.85400009	3.29919434
7.85Time	Value
7.89300013	3.29919434
7.89300013	3.29919434
7.89300013	3.29919434
7.89300013	3.29919434
7.89300013	3.29919434
7.89300013	3.29919434
7.89300013	3.29919434
7.89400005	3.29919434
7.89400005	3.29919434
7.89400005	3.29919434
7.89400005	3.29919434
7.89400005	3.29919434
7.89400005	3.29919434
7.89400005	3.29919434
7.89400005	3.29919434
7.89400005	3.29919434
7.89400005	3.29919434
7.89400005	3.29919434
7.89400005	3.29919434
7.89400005	3.29919434
7.89400005	3.29919434
7.89Time	Value
7.93300009	3.29919434
7.93300009	3.29919434
7.93300009	3.29919434
7.93300009	3.29919434
7.93300009	3.29919434
7.93300009	3.29919434
7.93300009	3.29919434
7.93300009	3.29919434
7.93300009	3.29919434
7.93300009	3.29919434
7.93300009	3.29919434
7.93300009	3.29919434
7.93300009	3.29919434
7.93300009	3.29919434
7.93300009	3.29919434
7.93300009	3.29919434
7.93300009	3.29919434
7.93300009	3.29919434
7.93300009	3.29919434
7.93300009	3.29919434
7.93300009	3.29919434
7.93Time	Value
7.97200012	3.29919434
7.97200012	3.29919434
7.97200012	3.29919434
7.97200012	3.29919434
7.97200012	3.29919434
7.97200012	3.29919434
7.97200012	3.29919434
7.97200012	3.29919434
7.97200012	3.29919434
7.97300005	3.29919434
7.97300005	3.29919434
7.97300005	3.29919434
7.97300005	3.29919434
7.97300005	3.29919434
7.97300005	3.29919434
7.97300005	3.29919434
7.97300005	3.29919434
7.97300005	3.29919434
7.97300005	3.29919434
7.97300005	3.29919434
7.97300005	3.29919434
7.97Time	Value
8.01200008	3.29919434
8.01200008	3.29919434
8.01200008	3.29919434
8.01200008	3.29919434
8.01200008	3.29919434
8.01200008	3.29919434
8.01200008	3.29919434
8.01200008	3.29919434
8.01200008	3.29919434
8.01200008	3.29919434
8.01200008	3.29919434
8.01200008	3.29919434
8.01200008	3.29919434
8.01200008	3.29919434
8.01200008	3.29919434
8.01200008	3.29919434
8.01200008	3.29919434
8.01200008	3.29919434
8.01200008	3.29919434
8.01200008	3.29919434
8.01200008	3.29919434
8.01Time	Value
8.05099964	3.29919434
8.05099964	3.29919434
8.05099964	3.29919434
8.05099964	3.29919434
8.05099964	3.29919434
8.05099964	3.29919434
8.05099964	3.29919434
8.05099964	3.29919434
8.05099964	3.29919434
8.05200005	3.29919434
8.05200005	3.29919434
8.05200005	3.29919434
8.05200005	3.29919434
8.05200005	3.29919434
8.05200005	3.29919434
8.05200005	3.29919434
8.05200005	3.29919434
8.05200005	3.29919434
8.05200005	3.29919434
8.05200005	3.29919434
8.05200005	3.29919434
8.05Time	Value
8.09099960	3.29919434
8.09099960	3.29919434
8.09099960	3.29919434
8.09099960	3.29919434
8.09099960	3.29919434
8.09099960	3.29919434
8.09099960	3.29919434
8.09099960	3.29919434
8.09099960	3.29919434
8.09099960	3.29919434
8.09099960	3.29919434
8.09099960	3.29919434
8.09099960	3.29919434
8.09099960	3.29919434
8.09099960	3.29919434
8.09099960	3.29919434
8.09099960	3.29919434
8.09099960	3.29919434
8.09099960	3.29919434
8.09099960	3.29919434
8.09099960	3.29919434
8.09Time	Value
8.13000011	3.29919434
8.13000011	3.29919434
8.13000011	3.29919434
8.13000011	3.29919434
8.13099957	3.29919434
8.13099957	3.29919434
8.13099957	3.29919434
8.13099957	3.29919434
8.13099957	3.29919434
8.13099957	3.29919434
8.13099957	3.29919434
8.13099957	3.29919434
8.13099957	3.29919434
8.13099957	3.29919434
8.13099957	3.29919434
8.13099957	3.29919434
8.13099957	3.29919434
8.13099957	3.29919434
8.13099957	3.29919434
8.13099957	3.29919434
8.13099957	3.29919434
8.13Time	Value
8.17000008	3.29919434
8.17000008	3.29919434
8.17000008	3.29919434
8.17000008	3.29919434
8.17000008	3.29919434
8.17000008	3.29919434
8.17000008	3.29919434
8.17000008	3.29919434
8.17000008	3.29919434
8.17000008	3.29919434
8.17000008	3.29919434
8.17000008	3.29919434
8.17000008	3.29919434
8.17000008	3.29919434
8.17099953	3.29919434
8.17099953	3.29919434
8.17099953	3.29919434
8.17099953	3.29919434
8.17099953	3.29919434
8.17099953	3.29919434
8.17099953	3.29919434
8.17Time	Value
8.21000004	3.29919434
8.21000004	3.29919434
8.21000004	3.29919434
8.21000004	3.29919434
8.21000004	3.29919434
8.21000004	3.29919434
8.21000004	3.29919434
8.21000004	3.29919434
8.21000004	3.29919434
8.21000004	3.29919434
8.21000004	3.29919434
8.21000004	3.29919434
8.21000004	3.29919434
8.21000004	3.29919434
8.21000004	3.29919434
8.21000004	3.29919434
8.21000004	3.29919434
8.21000004	3.29919434
8.21000004	3.29919434
8.21000004	3.29919434
8.21000004	3.29919434
8.21Time	Value
8.24899960	3.29919434
8.24899960	3.29919434
8.24899960	3.29919434
8.24899960	3.29919434
8.24899960	3.29919434
8.24899960	3.29919434
8.24899960	3.29919434
8.24899960	3.29919434
8.24899960	3.29919434
8.24899960	3.29919434
8.24899960	3.29919434
8.24899960	3.29919434
8.24899960	3.29919434
8.24899960	3.29919434
8.24899960	3.29919434
8.24899960	3.29919434
8.24899960	3.29919434
8.24899960	3.29919434
8.24899960	3.29919434
8.24899960	3.29919434
8.25000000	3.29919434
8.25Time	Value
8.28800011	3.29919434
8.28800011	3.29919434
8.28800011	3.29919434
8.28800011	3.29919434
8.28800011	3.29919434
8.28800011	3.29919434
8.28800011	3.29919434
8.28800011	3.29919434
8.28800011	3.29919434
8.28899956	3.29919434
8.28899956	3.29919434
8.28899956	3.29919434
8.28899956	3.29919434
8.28899956	3.29919434
8.28899956	3.29919434
8.28899956	3.29919434
8.28899956	3.29919434
8.28899956	3.29919434
8.28899956	3.29919434
8.28899956	3.29919434
8.28899956	3.29919434
8.28Time	Value
8.32800007	3.29919434
8.32800007	3.29919434
8.32800007	3.29919434
8.32800007	3.29919434
8.32800007	3.29919434
8.32800007	3.29919434
8.32800007	3.29919434
8.32800007	3.29919434
8.32800007	3.29919434
8.32800007	3.29919434
8.32800007	3.29919434
8.32800007	3.29919434
8.32800007	3.29919434
8.32800007	3.29919434
8.32800007	3.29919434
8.32800007	3.29919434
8.32800007	3.29919434
8.32800007	3.29919434
8.32800007	3.29919434
8.32800007	3.29919434
8.32800007	3.29919434
8.32Time	Value
8.36699963	3.29919434
8.36699963	3.29919434
8.36699963	3.29919434
8.36699963	3.29919434
8.36699963	3.29919434
8.36699963	3.29919434
8.36699963	3.29919434
8.36800003	3.29919434
8.36800003	3.29919434
8.36800003	3.29919434
8.36800003	3.29919434
8.36800003	3.29919434
8.36800003	3.29919434
8.36800003	3.29919434
8.36800003	3.29919434
8.36800003	3.29919434
8.36800003	3.29919434
8.36800003	3.29919434
8.36800003	3.29919434
8.36800003	3.29919434
8.36800003	3.29919434
8.36Time	Value
8.40699959	3.29919434
8.40699959	3.29919434
8.40699959	3.29919434
8.40699959	3.29919434
8.40699959	3.29919434
8.40699959	3.29919434
8.40699959	3.29919434
8.40699959	3.29919434
8.40699959	3.29919434
8.40699959	3.29919434
8.40699959	3.29919434
8.40699959	3.29919434
8.40699959	3.29919434
8.40699959	3.29919434
8.40699959	3.29919434
8.40699959	3.29919434
8.40699959	3.29919434
8.40699959	3.29919434
8.40799999	3.29919434
8.40799999	3.29919434
8.40799999	3.29919434
8.40Time	Value
8.44699955	3.29919434
8.44699955	3.29919434
8.44699955	3.29919434
8.44699955	3.29919434
8.44699955	3.29919434
8.44699955	3.29919434
8.44699955	3.29919434
8.44699955	3.29919434
8.44699955	3.29919434
8.44699955	3.29919434
8.44699955	3.29919434
8.44699955	3.29919434
8.44699955	3.29919434
8.44699955	3.29919434
8.44699955	3.29919434
8.44699955	3.29919434
8.44699955	3.29919434
8.44699955	3.29919434
8.44699955	3.29919434
8.44699955	3.29919434
8.44699955	3.29919434
8.44Time	Value
8.48600006	3.29919434
8.48600006	3.29919434
8.48600006	3.29919434
8.48600006	3.29919434
8.48600006	3.29919434
8.48600006	3.29919434
8.48700047	3.29919434
8.48700047	3.29919434
8.48700047	3.29919434
8.48700047	3.29919434
8.48700047	3.29919434
8.48700047	3.29919434
8.48700047	3.29919434
8.48700047	3.29919434
8.48700047	3.29919434
8.48700047	3.29919434
8.48700047	3.29919434
8.48700047	3.29919434
8.48700047	3.29919434
8.48700047	3.29919434
8.48700047	3.29919434
8.48Time	Value
8.52600002	3.29919434
8.52600002	3.29919434
8.52600002	3.29919434
8.52600002	3.29919434
8.52600002	3.29919434
8.52600002	3.29919434
8.52600002	3.29919434
8.52600002	3.29919434
8.52600002	3.29919434
8.52600002	3.29919434
8.52600002	3.29919434
8.52600002	3.29919434
8.52600002	3.29919434
8.52600002	3.29919434
8.52600002	3.29919434
8.52600002	3.29919434
8.52600002	3.29919434
8.52600002	3.29919434
8.52600002	3.29919434
8.52600002	3.29919434
8.52700043	3.29919434
8.52Time	Value
8.56499958	3.29919434
8.56499958	3.29919434
8.56599998	3.29919434
8.56599998	3.29919434
8.56599998	3.29919434
8.56599998	3.29919434
8.56599998	3.29919434
8.56599998	3.29919434
8.56599998	3.29919434
8.56599998	3.29919434
8.56599998	3.29919434
8.56599998	3.29919434
8.56599998	3.29919434
8.56599998	3.29919434
8.56599998	3.29919434
8.56599998	3.29919434
8.56599998	3.29919434
8.56599998	3.29919434
8.56599998	3.29919434
8.56599998	3.29919434
8.56599998	3.29919434
8.56Time	Value
8.60499954	3.29919434
8.60499954	3.29919434
8.60499954	3.29919434
8.60499954	3.29919434
8.60499954	3.29919434
8.60499954	3.29919434
8.60599995	3.29919434
8.60599995	3.29919434
8.60599995	3.29919434
8.60599995	3.29919434
8.60599995	3.29919434
8.60599995	3.29919434
8.60599995	3.29919434
8.60599995	3.29919434
8.60599995	3.29919434
8.60599995	3.29919434
8.60599995	3.29919434
8.60599995	3.29919434
8.60599995	3.29919434
8.60599995	3.29919434
8.60599995	3.29919434
8.60Time	Value
8.64500046	3.29919434
8.64500046	3.29919434
8.64500046	3.29919434
8.64500046	3.29919434
8.64500046	3.29919434
8.64500046	3.29919434
8.64500046	3.29919434
8.64500046	3.29919434
8.64500046	3.29919434
8.64500046	3.29919434
8.64500046	3.29919434
8.64500046	3.29919434
8.64500046	3.29919434
8.64500046	3.29919434
8.64500046	3.29919434
8.64599991	3.29919434
8.64599991	3.29919434
8.64599991	3.29919434
8.64599991	3.29919434
8.64599991	3.29919434
8.64599991	3.29919434
8.64Time	Value
8.68500042	3.29919434
8.68500042	3.29919434
8.68500042	3.29919434
8.68500042	3.29919434
8.68500042	3.29919434
8.68500042	3.29919434
8.68500042	3.29919434
8.68500042	3.29919434
8.68500042	3.29919434
8.68500042	3.29919434
8.68500042	3.29919434
8.68500042	3.29919434
8.68500042	3.29919434
8.68500042	3.29919434
8.68500042	3.29919434
8.68500042	3.29919434
8.68500042	3.29919434
8.68500042	3.29919434
8.68500042	3.29919434
8.68500042	3.29919434
8.68500042	3.29919434
8.68Time	Value
8.72399998	3.29919434
8.72399998	3.29919434
8.72399998	3.29919434
8.72399998	3.29919434
8.72399998	3.29919434
8.72399998	3.29919434
8.72399998	3.29919434
8.72399998	3.29919434
8.72399998	3.29919434
8.72399998	3.29919434
8.72399998	3.29919434
8.72399998	3.29919434
8.72500038	3.29919434
8.72500038	3.29919434
8.72500038	3.29919434
8.72500038	3.29919434
8.72500038	3.29919434
8.72500038	3.29919434
8.72500038	3.29919434
8.72500038	3.29919434
8.72500038	3.29919434
8.72Time	Value
8.76399994	3.29919434
8.76399994	3.29919434
8.76399994	3.29919434
8.76399994	3.29919434
8.76399994	3.29919434
8.76399994	3.29919434
8.76399994	3.29919434
8.76399994	3.29919434
8.76399994	3.29919434
8.76399994	3.29919434
8.76399994	3.29919434
8.76399994	3.29919434
8.76399994	3.29919434
8.76399994	3.29919434
8.76399994	3.29919434
8.76399994	3.29919434
8.76399994	3.29919434
8.76399994	3.29919434
8.76399994	3.29919434
8.76399994	3.29919434
8.76500034	3.29919434
8.76Time	Value
8.80399990	3.29919434
8.80399990	3.29919434
8.80399990	3.29919434
8.80399990	3.29919434
8.80399990	3.29919434
8.80399990	3.29919434
8.80399990	3.29919434
8.80399990	3.29919434
8.80399990	3.29919434
8.80399990	3.29919434
8.80399990	3.29919434
8.80399990	3.29919434
8.80399990	3.29919434
8.80399990	3.29919434
8.80399990	3.29919434
8.80399990	3.29919434
8.80399990	3.29919434
8.80399990	3.29919434
8.80399990	3.29919434
8.80399990	3.29919434
8.80399990	3.29919434
8.80Time	Value
8.84300041	3.29919434
8.84300041	3.29919434
8.84300041	3.29919434
8.84300041	3.29919434
8.84399986	3.29919434
8.84399986	3.29919434
8.84399986	3.29919434
8.84399986	3.29919434
8.84399986	3.29919434
8.84399986	3.29919434
8.84399986	3.29919434
8.84399986	3.29919434
8.84399986	3.29919434
8.84399986	3.29919434
8.84399986	3.29919434
8.84399986	3.29919434
8.84399986	3.29919434
8.84399986	3.29919434
8.84399986	3.29919434
8.84399986	3.29919434
8.84399986	3.29919434
8.84Time	Value
8.88300037	3.29919434
8.88300037	3.29919434
8.88300037	3.29919434
8.88300037	3.29919434
8.88300037	3.29919434
8.88300037	3.29919434
8.88300037	3.29919434
8.88300037	3.29919434
8.88399982	3.29919434
8.88399982	3.29919434
8.88399982	3.29919434
8.88399982	3.29919434
8.88399982	3.29919434
8.88399982	3.29919434
8.88399982	3.29919434
8.88399982	3.29919434
8.88399982	3.29919434
8.88399982	3.29919434
8.88399982	3.29919434
8.88399982	3.29919434
8.88399982	3.29919434
8.88Time	Value
8.92300034	3.29919434
8.92300034	3.29919434
8.92300034	3.29919434
8.92300034	3.29919434
8.92300034	3.29919434
8.92300034	3.29919434
8.92300034	3.29919434
8.92300034	3.29919434
8.92300034	3.29919434
8.92300034	3.29919434
8.92300034	3.29919434
8.92300034	3.29919434
8.92300034	3.29919434
8.92399979	3.29919434
8.92399979	3.29919434
8.92399979	3.29919434
8.92399979	3.29919434
8.92399979	3.29919434
8.92399979	3.29919434
8.92399979	3.29919434
8.92399979	3.29919434
8.92Time	Value
8.96300030	3.29919434
8.96300030	3.29919434
8.96300030	3.29919434
8.96300030	3.29919434
8.96300030	3.29919434
8.96300030	3.29919434
8.96300030	3.29919434
8.96300030	3.29919434
8.96300030	3.29919434
8.96300030	3.29919434
8.96300030	3.29919434
8.96300030	3.29919434
8.96300030	3.29919434
8.96300030	3.29919434
8.96300030	3.29919434
8.96300030	3.29919434
8.96300030	3.29919434
8.96300030	3.29919434
8.96300030	3.29919434
8.96300030	3.29919434
8.96300030	3.29919434
8.96Time	Value
9.00199986	3.29919434
9.00199986	3.29919434
9.00199986	3.29919434
9.00199986	3.29919434
9.00199986	3.29919434
9.00199986	3.29919434
9.00199986	3.29919434
9.00300026	3.29919434
9.00300026	3.29919434
9.00300026	3.29919434
9.00300026	3.29919434
9.00300026	3.29919434
9.00300026	3.29919434
9.00300026	3.29919434
9.00300026	3.29919434
9.00300026	3.29919434
9.00300026	3.29919434
9.00300026	3.29919434
9.00300026	3.29919434
9.00300026	3.29919434
9.00300026	3.29919434
9.00Time	Value
9.04199982	3.29919434
9.04199982	3.29919434
9.04199982	3.29919434
9.04199982	3.29919434
9.04199982	3.29919434
9.04199982	3.29919434
9.04199982	3.29919434
9.04199982	3.29919434
9.04199982	3.29919434
9.04199982	3.29919434
9.04199982	3.29919434
9.04199982	3.29919434
9.04199982	3.29919434
9.04199982	3.29919434
9.04199982	3.29919434
9.04199982	3.29919434
9.04199982	3.29919434
9.04199982	3.29919434
9.04199982	3.29919434
9.04199982	3.29919434
9.04199982	3.29919434
9.04Time	Value
9.08100033	3.29919434
9.08100033	3.29919434
9.08100033	3.29919434
9.08100033	3.29919434
9.08100033	3.29919434
9.08199978	3.29919434
9.08199978	3.29919434
9.08199978	3.29919434
9.08199978	3.29919434
9.08199978	3.29919434
9.08199978	3.29919434
9.08199978	3.29919434
9.08199978	3.29919434
9.08199978	3.29919434
9.08199978	3.29919434
9.08199978	3.29919434
9.08
9.08199978	3.29919434
9.08199978	3.29919434
9.08Time	Value
9.12100029	3.29919434
9.12100029	3.29919434
9.12100029	3.29919434
9.12100029	3.29919434
9.12100029	3.29919434
9.12100029	3.29919434
9.12100029	3.29919434
9.12100029	3.29919434
9.12100029	3.29919434
9.12100029	3.29919434
9.12100029	3.29919434
9.12100029	3.29919434
9.12100029	3.29919434
9.12100029	3.29919434
9.12100029	3.29919434
9.12100029	3.29919434
9.12199974	3.29919434
9.12199974	3.29919434
9.12199974	3.29919434199978	3.29919434
9.08199978	3.29919434
9.08199978	3.29919434
9.12199974	3.29919434
9.12199974	3.29919434
9.12Time	Value
9.16100025	3.29919434
9.16100025	3.29919434
9.16100025	3.29919434
9.16100025	3.29919434
